,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
3761,24 DE MAIO COLEGIO,138.0,86.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,625.0,261.0,456.0,430.0,0.0,4,1,CANTIDIO SAMPAIO DEPUTADO,1248,AVENIDA,VILA SOUZA,2860001,-23.46638,-46.67919,0.13392857142857142,224.0
3762,24 DE MAIO COLEGIO,138.0,86.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,625.0,261.0,456.0,430.0,0.0,4,1,CANTIDIO SAMPAIO DEPUTADO,1248,AVENIDA,VILA SOUZA,2860001,-23.4951078,-46.4319812,0.13392857142857142,224.0
3763,24 DE MAIO COLEGIO,0.0,26.0,24.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,587.0,149.0,285.0,451.0,0.0,4,1,TITO MARECHAL,1413,AVENIDA,SAO MIGUEL PAULISTA,8010090,-23.46638,-46.67919,0.9230769230769231,26.0
3764,24 DE MAIO COLEGIO,0.0,26.0,24.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,587.0,149.0,285.0,451.0,0.0,4,1,TITO MARECHAL,1413,AVENIDA,SAO MIGUEL PAULISTA,8010090,-23.4951078,-46.4319812,0.9230769230769231,26.0
3765,REFLEXAO COLEGIO,70.0,33.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,117.0,210.0,0.0,0.0,4,1,CONSTANTINO PALUMBO,304,RUA,JARDIM JARAGUA,5265130,-23.44714,-46.79132,0.0970873786407767,103.0
3766,INFORMATICA ESCOLA SENAI,0.0,286.0,120.0,240.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,130.0,464.0,560.0,0.0,0.0,4,1,ALAMEDA BARAO DE LIMEIRA,539,ALAMEDA,CAMPOS ELISEOS,1202001,-23.5364716,-46.6461025,1.2587412587412588,286.0
3767,MARIA LUIZA ALVES COLEGIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,34.0,24.0,58.0,0.0,0.0,4,1,CECILIA DAVY,105,RUA,JARDIM CIDADE PIRITUBA,2940080,-23.4821,-46.72268,0.0,0.0
3768,CR P CONV JOSE CLAUDIO VIEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,78.0,142.0,0.0,0.0,4,1,PARVATI,408,,JARDIM SOUZA,4918160,-23.69151386,-46.74456012,,0.0
3769,CR P CONV BETE SHALOM MORADA DA PAZ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,74.0,131.0,0.0,0.0,4,1,PARQUE DO LAGO,121,,PARQUE DO LAGO,4944000,-23.71099528,-46.77920388,0.0,0.0
3770,CR P CONV MISERICORDIA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,126.0,0.0,0.0,4,1,BARRA DA BURIQUIOCA,40,,PARQUE TAIPAS,2987060,-23.432,-46.7129,,0.0
3771,CR P CONV VALE VERDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,95.0,169.0,0.0,0.0,4,1,LUIZ MACARIO DE CASTRO,53,,JARDIM PERI NOVO,2672010,-23.46494,-46.66736,,0.0
3772,CR P CONV SAO JOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,37.0,79.0,0.0,0.0,4,1,PAVAO REAL,2,,BALNEARIO SAO JOSE,4864210,-23.7672847,-46.7207392,,0.0
3773,COLEGIO SIGLAN,105.0,1.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,214.0,228.0,442.0,0.0,0.0,4,1,JOAO BATISTA FANTON,272,RUA,VILA FANTON,5203180,-23.4054898,-46.7498613,0.11320754716981132,106.0
3774,GARCIA YAGO COLEGIO,0.0,0.0,6.0,2.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,43.0,52.0,95.0,0.0,0.0,4,1,AVENIDA AMADOR BUENO DA VEIGA,3899,AVENIDA,PENHA DE FRANCA,3653000,-23.5176683,-46.5101242,0.0,0.0
3775,NEWTON BRAGA COLEGIO,35.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,50.0,79.0,0.0,0.0,4,1,NEWTON BRAGA,147,,VILA MARIA BAIXA,2120020,-23.5126222,-46.593938,0.0,39.0
3776,COLEGIO POTIGUAR ENSINO FUNDAMENTAL,71.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,111.0,106.0,217.0,0.0,0.0,4,1,MARTINHO VAZ DE BARROS,431,RUA,VILA PIRAJUSSARA,5786150,-23.63570345,-46.77488038,0.09722222222222222,72.0
3777,HENRIQUE I ESCOLA,197.0,80.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,272.0,256.0,528.0,0.0,0.0,4,1,MIGUEL GONCALVES CORREIA,401,E 415,VILA PIRAJUSSARA,5786160,-23.6367612,-46.7729573,0.007220216606498195,277.0
3778,ARCOBALENO COLEGIO,65.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,92.0,88.0,180.0,0.0,0.0,4,1,GEORGE CORBISIER ENGENHEIRO,730,AVENIDA,JABAQUARA,4345000,-23.6430607,-46.6451112,0.12121212121212122,66.0
3779,INSTITUTO NACIONAL DE EDUCACAO CONTINUADA INAEC,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,7.0,0.0,4,1,LIBERDADE,21,11 ANDAR CONJUNTOS 1,LIBERDADE,1503000,-23.5530099,-46.6346887,0.0,0.0
3780,MAZZO GIMENEZ COLEGIO,74.0,3.0,7.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,107.0,149.0,256.0,0.0,0.0,4,1,RUA MANUEL GAYA,732,RUA,VILA NOVA MAZZEI,2313000,-23.46452,-46.59909,0.09090909090909091,77.0
3781,DEGRAU COLEGIO UNIDADE II,60.0,2.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,81.0,85.0,166.0,0.0,0.0,4,1,JAGUARIAIVA,625,RUA,VILA GUILHERMINA,3545070,-23.5336458,-46.5112612,0.14516129032258066,62.0
3782,COLEGIO JOVEM PAULISTA,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,15.0,28.0,0.0,0.0,4,1,JOSE VICTORINO PEREIRA,291,RUA,VILA TOLSTOI,3268220,-23.5996623,-46.52422,0.0,1.0
3785,CR P CONV CASA DE ISABEL C E I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,42.0,80.0,0.0,0.0,4,1,VALENTE DE NOVAIS,312,,ITAIM PAULISTA,8120420,-23.5028,-46.3936,,0.0
3786,COLEGIO NOVA JORNADA,72.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,87.0,120.0,207.0,0.0,0.0,4,1,ASSIS RIBEIRO DOUTOR,7600,AVENIDA,ERMELINO MATARAZZO,3827000,-23.4837715,-46.490997,0.013513513513513514,74.0
3787,PARQUE MARAVILHA E FERNANDES MENEZES COLEGIO,240.0,103.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,386.0,338.0,724.0,0.0,0.0,4,1,RENATO VARANDAS DE AZEVEDO GENERAL,112,RUA,JARDIM TRES CORACOES,4855280,-23.76849753,-46.68580146,0.1749271137026239,343.0
3788,CR P CONV BRAS MOOCA CENT ASSIS SOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,64.0,111.0,0.0,0.0,4,1,ALMIRANTE BRASIL,664,,MOOCA,3162010,-23.55219095,-46.60618706,,0.0
3789,IAPI COLEGIO,153.0,58.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,253.0,275.0,528.0,0.0,0.0,4,1,ATALIBA LEONEL GENERAL,2936,AVENIDA,PARADA INGLESA,2242000,-23.49114,-46.60865,0.05687203791469194,211.0
3790,URSINHO PIMPAO ESCOLA,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,10.0,16.0,0.0,0.0,4,1,AVENIDA LINO DE ALMEIDA PIRES,629/635,,VILA GUARANI Z SUL,4317180,-23.64288,-46.63376,0.0,0.0
3791,CR P CONV REGINA SIMOES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,56.0,117.0,0.0,0.0,4,1,DALVA DE OLIVEIRA,84,,JARDIM ROSINHA,5274001,-23.43874,-46.80209,,0.0
3792,INSTITUTO NACIONAL DE EDUCACAO A DISTANCIA - INED,1.0,18.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3258.0,3573.0,0.0,0.0,0.0,4,1,PRACA MARECHAL DEODORO,356,,SANTA CECILIA,1150010,-23.5336798,-46.6558642,1.0526315789473684,19.0
3793,ARRUDA PERSSET COLEGIO,173.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,257.0,238.0,495.0,0.0,0.0,4,1,LAGOA DE ESMORIZ,308,RUA,JARDIM SOARES,8460150,-23.54869,-46.40135,0.005747126436781609,174.0
3794,TEATRO ESCOLA MACUNAIMA,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0,109.0,146.0,95.0,0.0,4,1,VALDEMAR FERREIRA,204,,BUTANTA,5501000,-23.5705573,-46.7054251,0.0,46.0
3795,OCTAGON COLEGIO,1.0,49.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,40.0,66.0,0.0,0.0,4,1,EUCALIPTOS,793,AVENIDA,INDIANOPOLIS,4517050,-23.6095364,-46.6692047,0.52,50.0
3796,SIMAO FRUGIS COLEGIO,22.0,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,50.0,59.0,109.0,0.0,0.0,4,1,FLORIDA,903,911,CIDADE MONCOES,4565000,-23.61188,-46.68801,0.43478260869565216,23.0
3797,ESC PART MARIE NAZIR COLEGIO,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,4,1,RUA FRANCISCO ALARICO BERGAMO,193,,VILA TAQUARI,3477000,-23.52706667,-46.457,0.0,0.0
3798,RABONI E E I,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,14.0,22.0,0.0,0.0,4,1,RUA GUIRA,224,,CIDADE ANTONIO ESTEVAO DE CARVALHO,8223100,-23.5313367,-46.4725933,,0.0
3799,ESC PART UNIVERSO MAGICO KIDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,42.0,0.0,0.0,4,1,INACIO ALTINI,208,,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8250500,-23.53397,-46.44038,,0.0
3800,EMILIA COLEGIO,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,40.0,69.0,0.0,0.0,4,1,MATEUS MENDES PEREIRA,724,RUA,JARDIM NOSSA SENHORA DO CARMO,8275010,-23.5693085,-46.4698819,0.0,0.0
3801,ESC PART EDUCANDARIO DOCERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,12.0,20.0,0.0,0.0,4,1,CUIM,314,,CIDADE ANTONIO ESTEVAO DE CARVALHO,8223280,-23.52815782,-46.47116455,,0.0
3802,SABIO VIVER COLEGIO,66.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,83.0,88.0,171.0,0.0,0.0,4,1,CANGAMBA,80,RUA,CIDADE ANTONIO ESTEVAO DE CARVALHO,8223080,-23.5355427,-46.4735435,0.030303030303030304,66.0
3803,MUNDO IDEAL INSTITUTO DE EDUCACAO,1.0,0.0,15.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,18.0,20.0,38.0,0.0,0.0,4,1,BRASILINA ILKA BARBOSA FERRAZ,096,127,JARDIM BRASILIA ZONA LESTE,3583010,-23.5551185,-46.4933104,20.0,1.0
3807,BARRETO GURIAN COLEGIO,292.0,5.0,30.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,463.0,437.0,900.0,0.0,0.0,4,1,AVENIDA ITAQUERA,8161,,VILA CARMOSINA,8295001,-23.5407059,-46.4570421,0.11784511784511785,297.0
3808,VIDA NOVA ESCOLA,59.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,68.0,57.0,125.0,0.0,0.0,4,1,TEREZINHA PRADO DE OLIVEIRA,300,RUA,JARDIM NOVO PARELHEIROS,4890630,-23.82710107,-46.7213752,0.06666666666666667,60.0
3809,MAAP COLEGIO,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,72.0,75.0,147.0,0.0,0.0,4,1,ALBERTO BYINGTON,2381,AVENIDA,VILA MARIA,2127002,-23.5025147,-46.5842833,4.0,1.0
3810,WALDORF EDUCACAO INFANTIL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,10.0,3.0,13.0,0.0,0.0,4,1,AVENIDA NOSSA SENHORA DA CONCORDIA,330,,PARQUE CASA DE PEDRA,2351050,-23.4537374,-46.5986636,0.0,0.0
3811,COLEGIO SAKURA,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,14.0,25.0,0.0,0.0,4,1,AITINGA,65,RUA,TUCURUVI,2303060,-23.4803305,-46.609493,1.0,1.0
3812,WALDORF ALECRIM DOURADO CENTRO EDUCACIONAL,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,92.0,78.0,170.0,0.0,0.0,4,1,RUA LORD COCRANE,440,RUA,IPIRANGA,4213000,-23.59302142,-46.60350379,0.0,13.0
3813,OEN EDUCACAO INTEGRAL,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41.0,57.0,98.0,0.0,0.0,4,1,BERTA,236,233,VILA MARIANA,4120040,-23.5915497,-46.6329702,8.0,1.0
3814,DI BIAGI COLEGIO,24.0,2.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,38.0,34.0,72.0,0.0,0.0,4,1,RUA GONCALO PEDROSA,131,,VILA MONUMENTO,4261060,-23.5849108,-46.6138315,0.2692307692307692,26.0
3815,CENTRO EDUCACIONAL INFANTIL HAVITA LTDA,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,11.0,16.0,0.0,0.0,4,1,RUA OROZIMBO MAIA,152,,ALTO DA MOOCA,3178110,-23.55426,-46.58739,0.0,0.0
3816,PORTO NOBRE COLEGIO,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,46.0,42.0,88.0,0.0,0.0,4,1,BRASILINA ILKA BARBOSA FERRAZ,224,RUA,JARDIM BRASILIA ZONA LESTE,3583010,-23.5545496,-46.4941369,0.0,0.0
3817,ELVIRA LINARES COLEGIO,141.0,44.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,180.0,177.0,357.0,0.0,0.0,4,1,AVENIDA MARIA LUIZA AMERICANO,1388,AVENIDA,ITAQUERA,8275001,-23.5694844,-46.4766679,0.10810810810810811,185.0
3818,SAO VITOR COLEGIO,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,19.0,31.0,50.0,0.0,0.0,4,1,MARIA EMILIA,158,RUA,PENHA DE FRANCA,3638030,-23.5276217,-46.5417042,1.5,2.0
3820,ESC PART ESCOLA DE EDUCACAO PLANETA INFANTIL,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,32.0,44.0,0.0,0.0,4,1,PROFESSOR RAUL BRIQUET,139,,VILA LIBANESA,3193040,-23.57343,-46.57928,0.0,0.0
3821,CASTELO BRANCO COLEGIO,67.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,149.0,266.0,0.0,0.0,4,1,BOM JESUS,822,RUA,VILA REGENTE FEIJO,3344000,-23.5635819,-46.5702745,0.07352941176470588,68.0
3822,GENTE DA GENTE COLEGIO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,36.0,0.0,0.0,4,1,ORFANATO,1567,RUA,VILA PRUDENTE,3131010,-23.5751544,-46.5715794,,0.0
3823,LUMINAR COLEGIO,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,44.0,65.0,109.0,0.0,0.0,4,1,RUA CORONEL MEIRELES,760,RUA,VILA LAIS,3612000,-23.516405,-46.5353779,0.0,0.0
3824,ESC PART MULTI VILA COLEGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,33.0,0.0,0.0,4,1,MARCONDES DE BRITO,535,,CHACARA SEIS DE OUTUBRO,3509000,-23.53273,-46.53354,,0.0
3825,EMEF ERNANI SILVA BRUNO,247.0,26.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,268.0,269.0,537.0,0.0,0.0,3,1,INTERATIVA,100,,VILA BRASILANDIA,2820020,-23.44632682,-46.70947157,0.08058608058608059,273.0
3826,EMEI MARIA DAILCE MONTEIRO DA SILVA GOMES PROFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,133.0,266.0,0.0,0.0,3,1,MARTINO AROSIO,147,,VILA AURORA,5186150,-23.43344547,-46.75185576,,0.0
3827,EMEF JOSE CARLOS DE FIGUEIREDO FERRAZ PREF,409.0,30.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,446.0,429.0,875.0,0.0,0.0,3,1,ALEXANDER BAIN,89,,JARDIM NORDESTE,3690060,-23.5282,-46.4795,0.04783599088838269,439.0
3828,EMEF EUZEBIO ROCHA FILHO,326.0,47.0,21.0,30.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,378.0,407.0,629.0,156.0,0.0,3,1,AMPARO DA SERRA,S/N,,PARQUE DOM JOAO NERI,8151300,-23.525,-46.4054,0.13672922252010725,373.0
3829,EMEF JULIO CESAR DE MELO E SOUSA-MALBA TAHAN PROF,319.0,23.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,327.0,386.0,713.0,0.0,0.0,3,1,SEBASTIAO MEDEIROS DA SILVA,89,,ITAQUERA,8210661,-23.5317,-46.443,0.06140350877192982,342.0
3830,EMEF JOAO FRANZOLIN NETO PROF,248.0,25.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,284.0,262.0,546.0,0.0,0.0,3,1,PEDRA LAVRADA,575,,PARQUE CISPER,3818000,-23.4988,-46.4927,0.08058608058608059,273.0
3831,EMEF CAIO SERGIO POMPEU DE TOLEDO DEP,288.0,50.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,361.0,407.0,768.0,0.0,0.0,3,1,NASCER DO SOL,1360,,COHAB SANTA ETELVINA II A,8485020,-23.5924799,-46.4165512,0.05917159763313609,338.0
3832,EMEI BENEDICTO CASTRUCCI PROF,0.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,138.0,145.0,283.0,0.0,0.0,3,1,CACHOEIRA PORAQUE,S/N,,CONJUNTO PROMORAR RAPOSO TAVARES,5574450,-23.5863,-46.801,0.0,0.0
3833,EMEF THEODOMIRO MONTEIRO DO AMARAL PROF,327.0,53.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,431.0,420.0,695.0,156.0,0.0,3,1,ACARIRANA,51,,JARDIM DOM JOSE,5887230,-23.6779,-46.7977,0.0,380.0
3834,EMEI EDUARDO KNEESE DE MELLO PROF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,120.0,235.0,0.0,0.0,3,1,NASCER DO SOL,1605,,COHAB SANTA ETELVINA II,8485020,-23.59406759,-46.41449721,,0.0
3835,EMEI ELISIARIO RODRIGUES DE SOUSA PROF,0.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,137.0,158.0,295.0,0.0,0.0,3,1,EDSON DANILLO DOTTO,520,,COHAB SANTA ETELVINA II,8485280,-23.5919219,-46.412369,0.0,0.0
3836,EMEF FERNANDO GRACIOSO,335.0,39.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,344.0,395.0,739.0,0.0,0.0,3,1,SILVEIRANIA,S/N,,JARDIM RUSSO,5211060,-23.4096,-46.7604,0.05614973262032086,374.0
3837,EMEI CELSO DE SOUSA OLIVEIRA PROF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,329.0,289.0,618.0,0.0,0.0,3,1,ROBERTO LANARI,1000,,CONJUNTO HABITACIONAL JOVA RURAL,2281209,-23.4502,-46.5765,,0.0
3838,EMEFM RUBENS PAIVA,338.0,184.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,369.0,453.0,822.0,0.0,89.0,3,1,DOS NAVEGADORES,91,,JARDIM ANGELA,3985120,-23.6064729,-46.5190525,0.040229885057471264,522.0
3839,EMEF CLAUDIA BARTOLOMAZI PROFA,370.0,40.0,23.0,29.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,447.0,465.0,912.0,0.0,0.0,3,1,ARROIO ARAPONGAS,275,,CONJUNTO HABITACIONAL SANTA ETELVINA III,8485440,-23.5827138,-46.4119774,0.12682926829268293,410.0
3840,EMEF FLORESTAN FERNANDES PROF,292.0,22.0,22.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,371.0,373.0,744.0,0.0,0.0,3,1,MARGUERITTE LONG,41,,JARDIM GUANABARA,4860320,-23.76410275,-46.71282168,0.09872611464968153,314.0
3841,EMEF ANNA SILVEIRA PEDREIRA,307.0,93.0,21.0,29.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,401.0,406.0,646.0,161.0,0.0,3,1,NOVA DO TUPAROQUERA,1901,,JARDIM NOVO SANTO AMARO,5820200,-23.66694172,-46.74171933,0.125,400.0
3842,EMEI ALEX FREUA NETTO VER,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,293.0,548.0,0.0,0.0,3,1,SANTANA DO ARACUAI,185,,JARDIM GUARANI,2849130,-23.4626,-46.6902,0.0,0.0
3843,EMEFM GUIOMAR CABRAL,274.0,301.0,4.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,438.0,483.0,627.0,294.0,0.0,3,1,MENOTTI LAUDISIO,553,,JARDIM CIDADE PIRITUBA,2945000,-23.48219178,-46.72584966,0.07652173913043478,575.0
3844,EMEI ANTONIO MUNHOZ BONILHA,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,153.0,297.0,0.0,0.0,3,1,VICENTE ANTONIO DE OLIVEIRA,668,,VILA MIRANTE,2955080,-23.46822065,-46.72150449,0.0,0.0
3845,EMEI ALICE FEITOSA DA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,143.0,173.0,316.0,0.0,0.0,3,1,TARCON,253,,JARDIM ADELFIORE,5223070,-23.40994414,-46.73974623,,0.0
3846,EMEI ANTONIO CALLADO,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.0,151.0,326.0,0.0,0.0,3,1,ARAGUACEMA,100,,VILA CRISTO REI,2558070,-23.49659097,-46.67470431,0.0,0.0
3847,EMEFM ANTONIO SAMPAIO VER,126.0,179.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,207.0,255.0,462.0,0.0,123.0,3,1,VOLUNTARIOS DA PATRIA,733,,SANTANA,2011000,-23.51417,-46.62676,0.14426229508196722,305.0
3848,EMEI VERA ARNONI SCALQUETTI PROFA,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0,110.0,195.0,0.0,0.0,3,1,TANQUE VELHO,2277,,VILA NIVI,2251002,-23.4727241,-46.5864736,0.0,0.0
3849,EMEI JOSE JOAQUIM DA SILVA,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,97.0,181.0,0.0,0.0,3,1,SOLDADO ANESIO ANTAO FERREIRA,120,,JARDIM JAPAO,2142000,-23.5106,-46.5756,0.0,0.0
3850,EMEI JOAO MENDONCA FALCAO,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,195.0,406.0,0.0,0.0,3,1,CORONEL MURSA,167,,BRAS,3043050,-23.5486,-46.6169,0.0,0.0
3851,EMEI ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM - TOM JOBIM,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,162.0,157.0,319.0,0.0,0.0,3,1,GIOVANNI ALBERONI,132,,VILA CARDOSO FRANCO,3978060,-23.61868729,-46.5045413,0.0,0.0
3852,EMEI MARIA LUIZA MORETTI GENTILE PROFA,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,152.0,153.0,305.0,0.0,0.0,3,1,JACARAIPE,550,,QUINTA DA PAINEIRA,3152150,-23.59319451,-46.58086583,0.0,0.0
3854,EMEFM DARCY RIBEIRO,343.0,253.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,436.0,462.0,651.0,247.0,0.0,3,1,DANIEL BERNARDO,105,,SAO MIGUEL PAULISTA,8010100,-23.4947,-46.4424,0.03523489932885906,596.0
3855,EMEI VALENTINA ANTONINI DA SILVA PROFA,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,262.0,522.0,0.0,0.0,3,1,CONCEICAO DO ALMEIDA,120,,PARQUE PAULISTANO,8081370,-23.492,-46.4215,0.0,0.0
3856,EMEF VICENTE AMATO SOBRINHO COM,461.0,49.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,483.0,457.0,940.0,0.0,0.0,3,1,VALDOMIRO GONZAGA SILVA,1233,,JARDIM DAS OLIVEIRAS,8111540,-23.4940309,-46.3716837,0.041176470588235294,510.0
3857,EMEI SEBASTIANA DE ARRUDA CRUZ OLIVEIRA PROFA,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,233.0,241.0,474.0,0.0,0.0,3,1,PAULO TAPAJOS,210,,ITAIM PAULISTA,8131360,-23.5048,-46.3756,0.0,0.0
